bot	id	type	arabic	translit	english
SA	663	classic	وش رايك نتعشى برا؟	wush rayak nita3ashsha barra?	What do you think about having dinner out?
SA	664	classic	أبغى أجرب هذا المطعم	abgha ajarrib hatha al-maT3am	I want to try this restaurant.
SA	665	classic	متى يناسبك نتقابل؟	mata ynasibak nitgabil?	When works for you to meet?
SA	666	classic	أنا نسيت وين حطيتها	ana naseet wayn 7aTTaytha	I forgot where I put it.
SA	667	classic	بشوف لك وأقولك	bashoof lak wa agoolak	I'll check and let you know.
SA	668	classic	وش ناوي تسوي بكرة؟	wush nawi tisawwi bukra?	What are you planning to do tomorrow?
SA	669	classic	أبغى أمر على أهلي	abgha amurr 3ala ahli	I want to visit my family.
SA	670	classic	ممكن ترسلها لي واتساب؟	mumkin tirsilha li WhatsApp?	Can you send it to me on WhatsApp?
SA	671	classic	أنا محتار وش أختار	ana mu7tar wush akhtar	I can't decide what to choose.
SA	672	classic	إذا خلصت علمني	itha khalaSt 3allimni	Let me know when you're done.
SA	673	classic	عندي برد من امبارح	3andi bard men embare7	I’ve had a cold since yesterday
SA	674	classic	محتاج حاجة للكحة	me7tag 7aga lel-ko7a	I need something for the cough
SA	675	classic	الدواء ده قبل الأكل؟	el-dawa da abl el-akl?	Do I take this medicine before eating?
SA	676	classic	آخده كام مرة؟	akhdo kam marra?	How many times should I take it?
SA	677	classic	فيه بديل أرخص؟	feeh badeel arkhas?	Is there a cheaper alternative?
SA	678	classic	وش تبغى نشرب اليوم؟	wush tibgha nishrab al-yom?	What do you want to drink today?
SA	679	classic	أبغى أتمشى شوي	abgha atamashsha shway	I want to go for a little walk.
SA	680	classic	ممكن تعطيني رقمك؟	mumkin ti3Teeni raqmak?	Can you give me your number?
SA	681	classic	أنا ما سمعت زين	ana ma sami3t zayn	I didn't hear properly.
SA	682	classic	خلنا نأجلها لبكرة	khallna najjilha libukra	Let's postpone it until tomorrow.
SA	683	classic	وين نقدر نروح الليلة؟	wayn nigdar nroo7 al-laylah?	Where can we go tonight?
SA	684	classic	أبغى أغير ملابسي	abgha aghayyar malabsi	I want to change my clothes.
SA	685	classic	ممكن تفتح لي الباب؟	mumkin tifta7 li al-bab?	Can you open the door for me?
SA	686	classic	أنا ما أعرف الطريق	ana ma a3raf aT-Tareeg	I don't know the way.
SA	687	classic	إذا وصلت دق علي	itha waSilt digg 3alay	Call me when you arrive.
SA	688	classic	وش الوقت المناسب لك؟	wush al-wagt al-munasib lak?	What time works for you?
SA	689	classic	أبغى آخذ بريك قصير	abgha akhuth breek gaSeer	I want to take a short break.
SA	690	classic	ممكن تنتظرني عند الباب؟	mumkin tintaThirni 3ind al-bab?	Can you wait for me at the door?
SA	691	classic	أنا للحين ما خلصت	ana lil7een ma khalaSt	I still haven't finished.
SA	692	classic	إذا احتجت شي كلمني	itha i7tajt shay kallimni	If you need anything, call me.
SA	693	classic	أشحن جوالي	ashhin jawwali	I charge my phone
SA	694	classic	أشحن جوالي في السيارة	ashhin jawwali fis-sayyarah	I charge my phone in the car
SA	695	classic	أشحن جوالي قبل لا أطلع	ashhin jawwali gabl la atla	I charge my phone before I go out
SA	696	classic	أشحن جوالي إذا قرب يطفي	ashhin jawwali itha garab yitfi	I charge my phone when it’s almost dead
SA	697	reveal	Saudi Hotel Phrases		reveal: 9 rows + quiz
SA	698	classic	وش صار على طلبك؟	wush Sar 3ala Talabak?	What happened with your order?
SA	699	classic	أبغى أجلس برا	abgha ajlis barra	I want to sit outside.
SA	700	classic	ممكن توريني هذا؟	mumkin tawwarini hatha?	Can you show me this?
SA	701	classic	أنا مستعجل شوي اليوم	ana mista3jil shway al-yom	I'm in a bit of a hurry today.
SA	702	classic	خلني أتأكد وأرجع لك	khallini atakkad wa arja3 lak	Let me check and get back to you.
SA	703	classic	وش ودك نسوي اليوم؟	wush waddak nsawwi al-yom?	What do you want to do today?
SA	704	classic	أبغى آخذ شي خفيف	abgha akhuth shay khafeef	I want to have something light.
SA	705	classic	ممكن ترسلها مرة ثانية؟	mumkin tirsilha marrah thanyah?	Can you send it again?
SA	706	classic	أنا للحين أنتظر الرد	ana lil7een antaThir ar-radd	I'm still waiting for the reply.
SA	707	classic	إذا فضيت مر علي	itha faDeet mur 3alay	If you're free, come by.
SA	708	classic	وش تبي تشوف أول؟	wush tibgha tshoof awwal?	What do you want to see first?
SA	709	classic	أبغى أغير الحجز	abgha aghayyar al-7ajz	I want to change the booking.
SA	710	classic	ممكن تعطيني الموية؟	mumkin ti3Teeni al-moyah?	Can you give me the water?
SA	711	classic	أنا ما معي كاش	ana ma ma3i cash	I don't have cash with me.
SA	712	classic	خلني أشوف وأقرر	khallini ashoof wa aqarrir	Let me see and decide.
SA	713	classic	وش فيه بالقائمة؟	wush feh bil-ga'imah?	What's on the menu?
SA	714	classic	أبغى أحجز طاولة الليلة	abgha a7jiz Tawlah al-laylah	I want to book a table tonight.
SA	715	classic	ممكن تقفل الشباك؟	mumkin tigfil ash-shubbak?	Can you close the window?
SA	716	classic	أنا ما أعرف هالمكان	ana ma a3raf hal-makan	I don't know this place.
SA	717	classic	إذا وصلت خبرني	itha waSilt khabbirni	Let me know when you arrive.
SA	718	classic	وش تبغى تشرب؟	wush tibgha tishrab?	What do you want to drink?
SA	719	classic	أبغى أرجع البيت بدري	abgha arja3 al-bait badri	I want to go home early.
SA	720	classic	ممكن تعطيني دقيقة بس؟	mumkin ti3Teeni dageegah bas?	Can you give me just a minute?
SA	721	classic	أنا اليوم مو رايق	ana al-yom moo rayig	I'm not feeling great today.
SA	722	classic	خلنا نكمل بكرة	khallna nkammil bukra	Let's continue tomorrow.
SA	723	classic	وش ناقصك اليوم؟	wush nagSak al-yom?	What do you need today?
SA	724	classic	أبغى أخلص مشواري	abgha akhalliS mashwari	I want to finish my errands.
SA	725	classic	ممكن تدلني على المكان؟	mumkin tidillni 3ala al-makan?	Can you show me where the place is?
SA	726	classic	أنا توّي وصلت	ana tawwi waSilt	I just arrived.
SA	727	classic	بكلمك إذا صار شي	bakallimak itha Sar shay	I'll call you if anything happens.
SA	728	classic	أبغى أغير الموعد	abgha aghayyar al-mow3id	I want to change the appointment.
SA	729	classic	متى توصل الشحنة؟	mata tooSal ash-shi7nah?	When will the delivery arrive?
SA	730	classic	ممكن تنتظر شوي؟	mumkin tintaThir shway?	Can you wait a little?
SA	731	classic	ما عندي مشكلة	ma 3indi mushkilah	I don't have a problem with that.
SA	732	classic	بشوف لك الموضوع	bashoof lak al-mawDoo3	I'll look into it for you.
SA	733	classic	وش تبي من البقالة؟	wush tibgha min al-baqqalah?	What do you want from the grocery store?
SA	734	classic	أبغى آخذ معي شي	abgha akhuth ma3i shay	I want to take something with me.
SA	735	classic	ممكن تحجز لي موعد؟	mumkin ti7jiz li mow3id?	Can you book an appointment for me?
SA	736	classic	أنا مستني من بدري	ana mistanni min badri	I've been waiting for a while.
SA	737	classic	إذا احتجتني أنا موجود	itha i7tajtni ana mawjud	If you need me, I'm here.
SA	738	classic	وش صار في الاجتماع؟	wush Sar fil-ijtima3?	What happened in the meeting?
SA	739	classic	أبغى أرتب أموري أول	abgha arattib umoori awwal	I want to get things organized first.
SA	740	classic	ممكن ترسل لي العنوان؟	mumkin tirsil li al-3unwan?	Can you send me the address?
SA	741	classic	اليوم عندي شغل كثير	al-yom 3indi shughul katheer	I have a lot of work today.
SA	742	classic	بخبرك لما أتأكد	bakhabbirak lamma atakkad	I'll let you know when I confirm.
SA	743	classic	وش تحس اليوم؟	wush ti7iss al-yom?	How are you feeling today?
SA	744	classic	أبغى أغير الموعد لبكرة	abgha aghayyar al-mow3id libukra	I want to move the appointment to tomorrow.
SA	745	classic	ممكن تعطيني اسم المكان؟	mumkin ti3Teeni ism al-makan?	Can you give me the name of the place?
SA	746	classic	أنا توّي مخلص الغدا	ana tawwi mukhalliS al-ghada	I just finished lunch.
SA	747	classic	خلنا نمر على الكوفي	khallna nimurr 3ala al-kofi	Let's stop by the café.
SA	748	classic	وين نلقى موقف قريب؟	wayn nilga mawgif gareeb?	Where can we find a nearby parking spot?
SA	749	classic	أبغى أشتري شي للبيت	abgha ashtari shay lil-bait	I want to buy something for the house.
SA	750	classic	ممكن توضح لي أكثر؟	mumkin twaddi7 li akthar?	Can you explain it more clearly?
SA	751	classic	اليوم ما نمت زين	al-yom ma nimt zayn	I didn't sleep well today.
SA	752	classic	بنتقابل بعد المغرب	binitgabil ba3d al-maghrib	We'll meet after sunset.
SA	753	classic	وش عندك للويكند؟	wush 3indak lil-weekend?	What are your plans for the weekend?
SA	754	classic	أبغى أجرب الكوفي الجديد	abgha ajarrib al-kofi al-jadeed	I want to try the new café.
SA	755	classic	ممكن تصور لي المكان؟	mumkin tiSawwir li al-makan?	Can you take a picture of the place for me?
SA	756	classic	أنا باقي ما قررت	ana baagi ma qarrart	I still haven't decided.
SA	757	classic	إذا فضيت نتقابل	itha faDeet nitgabil	If you're free, we'll meet.
SA	758	classic	أبغى أتعلم هالكلمة	abgha ata3allam hal-kalimah	I want to learn this word.
SA	759	classic	ممكن تشرح لي الطريقة؟	mumkin tishra7 li aT-Tareegah?	Can you explain how to do it?
SA	760	classic	أنا محتاج أرتب وقتي	ana mu7taj arattib wagti	I need to organize my time.
SA	761	classic	بجيك بعد العشا	bajik ba3d al-3asha	I'll come to you after dinner.
SA	762	classic	وش رايك نكمل بكرة؟	wush rayak nkammil bukra?	What do you think about continuing tomorrow?
SA	763	classic	وين نقدر نحجز؟	wayn nigdar na7jiz?	Where can we make a booking?
SA	764	classic	أبغى أجرب الأكل هنا	abgha ajarrib al-akl hina	I want to try the food here.
SA	765	classic	ممكن تجيب لي الفاتورة؟	mumkin tjib li al-fatoorah?	Can you bring me the bill?
SA	766	classic	أنا مرة نعسان اليوم	ana marrah na3san al-yom	I'm really sleepy today.
SA	767	classic	خلنا نطلب شي سريع	khallna nTlub shay saree3	Let's order something quick.
SA	768	classic	وش الوقت الحين؟	wush al-wagt al-7een?	What time is it now?
SA	769	classic	أبغى أرجع بعد شوي	abgha arja3 ba3d shway	I want to come back later.
SA	770	classic	ممكن تفتح لي الخريطة؟	mumkin tifta7 li al-khareeTah?	Can you open the map for me?
SA	771	classic	أنا ضايع شوي	ana Dayi3 shway	I'm a little lost.
SA	772	classic	بنتظرك عند المدخل	bantathirak 3ind al-madkhal	I'll wait for you at the entrance.
SA	773	classic	وش تبي تاخذ معك؟	wush tibgha takhuth ma3ak?	What do you want to take with you?
SA	774	classic	أبغى أخلص مشواري قبل الزحمة	abgha akhalliS mashwari gabl az-za7mah	I want to finish my errands before the traffic.
SA	775	classic	ممكن تقول لي وينه؟	mumkin tgool li waynah?	Can you tell me where it is?
SA	776	classic	أنا اليوم مزاجي حلو	ana al-yom mizaji 7ilw	I'm in a good mood today.
SA	777	classic	بمر عليك قبل أروح	bamurr 3alayk gabl aroo7	I'll stop by before I leave.
SA	778	classic	وش تفضل تاكل؟	wush tifaDDil taakul?	What do you prefer to eat?
SA	779	classic	أبغى شي بدون بصل	abgha shay bidoon baSal	I want something without onions.
SA	780	classic	ممكن تعطيني المنيو؟	mumkin ti3Teeni al-menu?	Can you give me the menu?
SA	781	classic	أنا شبعت خلاص	ana shibi3t khalaS	I'm full now.
SA	782	classic	خلنا ناخذها معنا	khallna nakhuthha ma3ana	Let's take it with us.
SA	783	classic	وش الوقت اللي يناسبك؟	wush al-wagt illi ynasibak?	What time works for you?
SA	784	classic	أبغى أخلص قبل الظهر	abgha akhalliS gabl aD-Dhuhr	I want to finish before noon.
SA	785	classic	ممكن تذكرني بعدين؟	mumkin tithakkarni ba3dayn?	Can you remind me later?
SA	786	classic	أنا شوي متوتر اليوم	ana shway mutawattir al-yom	I'm a little nervous today.
SA	787	classic	إذا فضيت أرسل لك	itha faDeet arsil lak	If I get free, I'll send it to you.
SA	788	classic	وش تحب تسوي بعد الدوام؟	wush ti7ibb tisawwi ba3d ad-dawam?	What do you like to do after work?
SA	789	classic	أبغى أشتري هدية لأخوي	abgha ashtari hadiyyah li-akhoy	I want to buy a gift for my brother.
SA	790	classic	ممكن تساعدني أختار؟	mumkin tsa3idni akhtar?	Can you help me choose?
SA	791	classic	أنا مرة فرحان بالخبر	ana marrah far7an bil-khabar	I'm really happy about the news.
SA	792	classic	بنتظر لين تخلص	bantathir leen tikhlaS	I'll wait until you finish.
SA	793	classic	وش ناقصنا للبيت؟	wush nagSna lil-bait?	What do we need for the house?
SA	794	classic	أبغى أجيب موية للبيت	abgha ajeeb moyah lil-bait	I want to get water for the house.
SA	795	classic	ممكن تذكرني آخذها؟	mumkin tithakkarni akhuthha?	Can you remind me to get it?
SA	796	classic	أنا توّي راجع من الدوام	ana tawwi raje3 min ad-dawam	I just got back from work.
SA	797	classic	خلنا نرتاح قبل العشا	khallna nirtah gabl al-3asha	Let's rest before dinner.
SA	798	classic	وش صار مع التوصيل؟	wush Sar ma3 at-tawSeel?	What happened with the delivery?
SA	799	classic	أبغى أعرف متى يوصل	abgha a3raf mata yooSal	I want to know when it will arrive.
SA	800	classic	ممكن تتأكد من الطلب؟	mumkin titakkad min aT-Talab?	Can you check the order?
SA	801	classic	أنا للحين ما استلمته	ana lil7een ma istalamta	I still haven't received it.
SA	802	classic	إذا وصل دق علي	itha waSal digg 3alay	Call me when it arrives.
SA	803	classic	وش عندكم اليوم؟	wush 3indakum al-yom?	What do you have today?
SA	804	classic	أبغى أجرب شي من عندكم	abgha ajarrib shay min 3indakum	I want to try something from here.
SA	805	classic	ممكن تعطيني شوي وقت؟	mumkin ti3Teeni shway wagt?	Can you give me a little time?
SA	806	classic	أنا للحين محتار	ana lil7een mu7tar	I'm still unsure.
SA	807	classic	خلني أسأل أخوي	khallini as'al akhoy	Let me ask my brother.
SA	808	classic	وش فيه حولنا؟	wush feh 7awlna?	What's around here?
SA	809	classic	أبغى مكان هادي	abgha makan hadi	I want a quiet place.
SA	810	classic	ممكن تدلني على المدخل؟	mumkin tidillni 3ala al-madkhal?	Can you show me the entrance?
SA	811	classic	أنا جاي من بعيد	ana jayi min ba3eed	I've come from far away.
SA	812	classic	بروح وأرجع لك	baroo7 wa arja3 lak	I'll go and get back to you.
SA	813	classic	وش تبغى نجيب للعشا؟	wush tibgha njib lil-3asha?	What should we get for dinner?
SA	814	classic	أبغى شي يشبع	abgha shay yishba3	I want something filling.
SA	815	classic	ممكن نخليها لبكرة؟	mumkin nkhalliha libukra?	Can we leave it until tomorrow?
SA	816	classic	أنا اليوم عندي موعد	ana al-yom 3indi mow3id	I have an appointment today.
SA	817	classic	إذا خلصت أجيك	itha khalaSt ajeek	I'll come to you when I'm done.
SA	818	classic	وش رايك نروح كوفي؟	wush rayak nroo7 kofi?	What do you think about going to a café?
SA	819	classic	أبغى آخذ قهوتي معي	abgha akhuth gahwati ma3i	I want to take my coffee with me.
SA	820	classic	ممكن أسدد بالبطاقة؟	mumkin asaddid bil-biTaqah?	Can I pay by card?
SA	821	classic	أنا جوعان مرة الحين	ana joo3an marrah al-7een	I'm really hungry right now.
SA	822	classic	بنشوف بعض بعدين	binshoof ba3D ba3dayn	We'll see each other later.
SA	823	classic	وش تبي تسوي بعدين؟	wush tibgha tisawwi ba3dayn?	What do you want to do later?
SA	824	classic	أبغى أمر البقالة أول	abgha amurr al-baqqalah awwal	I want to stop by the grocery store first.
SA	825	classic	ممكن تحطها هنا؟	mumkin ti7uTTha hina?	Can you put it here?
SA	826	classic	أنا ما شبعت للحين	ana ma shibi3t lil7een	I'm still not full yet.
SA	827	classic	خلاص أنا بطلع الحين	khalaS ana baTla3 al-7een	Alright, I'm heading out now.
SA	828	classic	وش ودك تسوي الليلة؟	wush waddak tisawwi al-laylah?	What do you want to do tonight?
SA	829	classic	أبغى أطلب أكل الحين	abgha aTlub akl al-7een	I want to order food now.
SA	830	classic	ممكن تعطيني الشاحن؟	mumkin ti3Teeni ash-sha7in?	Can you give me the charger?
SA	831	classic	أنا متأخر شوي عليك	ana mita'akhkhir shway 3alayk	I'm running a little late.
SA	832	classic	لا تنسى ترسل لي	la tinsa tirsil li	Don't forget to send it to me.
SA	833	classic	وش رايك نطلع شوي؟	wush rayak niTla3 shway?	What do you think about going out for a bit?
SA	834	classic	أبغى أبدل ملابسي	abgha abdil malabsi	I want to change my clothes.
SA	835	classic	ممكن تخلي لي مكان؟	mumkin tkhalli li makan?	Can you save me a seat?
SA	836	classic	أنا ما أقدر أجي اليوم	ana ma agdar aji al-yom	I can't come today.
SA	837	classic	بشوفك عند المكان	bashoofak 3ind al-makan	I'll see you at the place.
SA	838	classic	وش ناوي تسوي بالويكند؟	wush nawi tisawwi bil-weekend?	What are you planning to do on the weekend?
SA	839	classic	أبغى أنام بدري الليلة	abgha anam badri al-laylah	I want to sleep early tonight.
SA	840	classic	ممكن نطلبها توصيل؟	mumkin nTlubha tawSeel?	Can we order it for delivery?
SA	841	classic	أنا للحين أدور عليها	ana lil7een adawwir 3alayha	I'm still looking for it.
SA	842	classic	إذا ما رديت اتصل	itha ma raddayt ittiSil	If I don't reply, call me.
SA	843	reveal	Saudi Phrases When You’re Late		reveal: 8 rows + quiz
SA	844	classic	وش تحب نسوي اليوم؟	wush ti7ibb nsawwi al-yom?	What would you like us to do today?
SA	845	classic	أبغى أغير جو شوي	abgha aghayyar jaw shway	I want a change of scenery.
SA	846	classic	ممكن تمسك لي هذا؟	mumkin timsik li hatha?	Can you hold this for me?
SA	847	classic	أنا ما لحقت أفطر	ana ma la7agt afTar	I didn't have time for breakfast.
SA	848	classic	بنتلاقى بعد شوي	bintalaaga ba3d shway	We'll meet in a little while.
SA	849	classic	وش ودك تاخذ معك؟	wush waddak takhuth ma3ak?	What do you want to take with you?
SA	850	classic	أبغى أشيك على جوالي	abgha asheek 3ala jawwali	I want to check my phone.
SA	851	classic	ممكن تعطيني رأيك؟	mumkin ti3Teeni rayak?	Can you give me your opinion?
SA	852	classic	أنا ما انتبهت للوقت	ana ma intabaht lil-wagt	I didn't realize the time.
SA	853	classic	خلنا نرتبها سوا	khallna nrattibha sawa	Let's arrange it together.
SA	854	reveal	Saudi Phrases When You Need Help		reveal: 8 rows + quiz
SA	855	classic	وش تبغى من الطريق؟	wush tibgha min aT-Tareeg?	What do you want me to get on the way?
SA	856	classic	أبغى أرجع أنام شوي	abgha arja3 anam shway	I want to go back to sleep for a bit.
SA	857	classic	ممكن ترفع صوتك شوي؟	mumkin tirfa3 Sawtak shway?	Can you speak a little louder?
SA	858	classic	أنا ما كنت أدري	ana ma kunt adri	I didn't know.
SA	859	classic	إذا خلصنا نطلع	itha khalaSna niTla3	When we're done, let's leave.
SA	860	reveal	Saudi Phrases When You Don’t Understand		reveal: 8 rows + quiz
SA	861	classic	وش عندك بعد شوي؟	wush 3indak ba3d shway?	What are you doing later?
SA	862	classic	أبغى أطلب لي قهوة	abgha aTlub li gahwa	I want to order myself a coffee.
SA	863	classic	ممكن ترسل لي اللوكيشن؟	mumkin tirsil li al-location?	Can you send me the location?
SA	864	classic	أنا توّي صاحي من النوم	ana tawwi Sa7i min an-nawm	I just woke up.
SA	865	classic	خلنا نروح مع بعض	khallna nroo7 ma3 ba3D	Let's go together.
SA	866	reveal	Saudi Phrases at the Restaurant		reveal: 8 rows + quiz
EG	1	classic	عايز أشرب قهوة دلوقتي	3ayez ashrab ahwa delwa2ti	I want to drink coffee now
EG	2	classic	أنا باكل	ana bakol	I eat
EG	3	classic	أنا باكل بطاطس في الغدا كل يوم	ana bakol batates fel-ghada kol yom	I eat potatoes for lunch every day
EG	4	classic	أنا كلت	ana kalt	I ate
EG	5	classic	أنا كلت بطاطس امبارح بالليل	ana kalt batates embare7 bel-leil	I ate potatoes last night
EG	6	classic	أنا هاكل	ana hakol	I will eat
EG	7	classic	أنا هاكل بطاطس بكره بالليل	ana hakol batates bokra bel-leil	I will eat potatoes tomorrow night
EG	8	classic	أنا [باكل] لحمة في الغدا	ana [bakol] la7ma fel-ghada	I eat meat for lunch
EG	9	classic	أنا [بشرب] قهوة كل يوم الصبح	ana [bashrab] ahwa kol yom el-sob7	I drink coffee every morning
EG	10	classic	أنا [بروح] الشغل بدري كل يوم	ana [baroo7] el-shoghl badri kol yom	I go to work early every day
EG	11	classic	أنا [بحب] الأكل المصري أوي	ana [ba7eb] el-akl el-masri awi	I really love Egyptian food
EG	12	cta	Comment QUIZ		Get your free Arabic level test
EG	13	classic	أنا [باكل] لحمة	ana [bakol] la7ma	I eat meat
EG	14	classic	أنا [بشرب] قهوة	ana [bashrab] ahwa	I drink coffee
EG	15	classic	أنا [بروح] الشغل	ana [baroo7] el-shoghl	I go to work
EG	16	classic	أنا [بحب] مصر	ana [ba7eb] masr	I love Egypt
EG	17	cta	Comment QUIZ		Get a free Arabic level test
EG	18	classic	برتب	barattab	I organize
EG	19	classic	برتب مكتبي	barattab maktabi	I organize my desk
EG	20	classic	برتب مكتبي كل يوم	barattab maktabi kol yom	I organize my desk every day
EG	21	classic	برتب مكتبي كل يوم قبل الشغل	barattab maktabi kol yom abl el-shoghl	I organize my desk every day before work
EG	22	classic	ده [باب] البيت الكبير	da [bab] el-beit el-kebir	This is the big house door
EG	23	classic	دي [عربية] جديدة أوي	di [3arabeya] gedida awi	This is a very new car
EG	24	classic	هو [عطشان] بعد المشي	howa [3atshan] ba3d el-mashy	He is thirsty after walking
EG	25	classic	هي [تعبانة] شوية النهارده	heyya [ta3bana] shwaya el-naharda	She is a little tired today
EG	26	cta	Comment QUIZ		Get your free level test
EG	27	classic	أنا ضربت	ana darabt	I hit
EG	28	classic	أنا ضربت أحمد	ana darabt Ahmed	I hit Ahmed
EG	29	classic	أنا ضربت أحمد امبارح	ana darabt Ahmed embare7	I hit Ahmed yesterday
EG	30	classic	أنا ضربت أحمد امبارح عشان هو عبيط	ana darabt Ahmed embare7 3ashan howa 3abeet	I hit Ahmed yesterday because he is stupid
EG	31	classic	أنا عايز	ana 3ayez	I want
EG	32	classic	أنا عايز آكل برجر	ana 3ayez akol burger	I want to eat a burger
EG	33	classic	أنا عايز آكل برجر كل يوم	ana 3ayez akol burger kol yom	I want to eat a burger every day
EG	34	classic	أنا عايز آكل برجر كل يوم مع أصحابي	ana 3ayez akol burger kol yom ma3 as7abi	I want to eat a burger every day with my friends
EG	35	classic	أنا بجري	ana bagri	I run
EG	36	classic	أنا بجري كل يوم	ana bagri kol yom	I run every day
EG	37	classic	أنا بجري كل يوم في الحديقة	ana bagri kol yom fel-7adi2a	I run every day in the park
EG	38	classic	أنا بجري كل يوم في الحديقة مع صاحبي	ana bagri kol yom fel-7adi2a ma3 sa7bi	I run every day in the park with my friend
EG	39	classic	أنا بقرأ كل يوم	ana ba2ra kol yom	I read every day
EG	40	classic	أنا بقرأ كل يوم في البيت	ana ba2ra kol yom fel beit	I read every day at home
EG	41	classic	أنا بقرأ كل يوم في البيت مع أختي	ana ba2ra kol yom fel beit ma3a okhti	I read every day at home with my sister
EG	42	classic	أنا بقرأ	ana ba2ra	I read
EG	43	classic	أنا بقرأ كل يوم	ana ba2ra kol yom	I read every day
EG	44	classic	أنا بقرأ كل يوم في البيت	ana ba2ra kol yom fel-beit	I read every day at home
EG	45	classic	أنا بقرأ كل يوم في البيت مع أختي	ana ba2ra kol yom fel-beit ma3 okhti	I read every day at home with my sister
EG	46	classic	أنا بسوق	ana basoo2	I drive
EG	47	classic	أنا بسوق العربية	ana basoo2 el-3arabeya	I drive the car
EG	48	classic	أنا بسوق العربية الصبح	ana basoo2 el-3arabeya el-sob7	I drive the car in the morning
EG	49	classic	أنا بسوق العربية الصبح للشغل	ana basoo2 el-3arabeya el-sob7 lel-shoghl	I drive the car to work in the morning
EG	50	classic	أنا بتمنى	ana batmanna	I wish
EG	51	classic	أنا بتمنى أشوفك	ana batmanna ashoofak	I wish to see you
EG	52	classic	أنا بتمنى أشوفك كل يوم	ana batmanna ashoofak kol yom	I wish to see you every day
EG	53	classic	أنا بتمنى أشوفك كل يوم طول العمر	ana batmanna ashoofak kol yom tool el-3omr	I wish to see you every day for the rest of my life
EG	54	classic	أنا مش شايف	ana mesh shayef	I can't see
EG	55	classic	أنا مش شايف غيرك	ana mesh shayef gheirek	I can't see anyone but you
EG	56	classic	أنا مش شايف غيرك وعايز أبقى	ana mesh shayef gheirek w 3ayez ab2a	I can't see anyone but you, and I want to be
EG	57	classic	أنا مش شايف غيرك وعايز أبقى معاكي دايما	ana mesh shayef gheirek w 3ayez ab2a ma3aki dayman	I can't see anyone but you, and I want to be with you always
EG	58	cta	Comment LOVE		Get our love phrases book
EG	59	classic	أنا مش بتكلم عربي	ana mesh batkallem 3arabi	I don’t speak Arabic
EG	60	classic	أنا بتكلم عربي شوية	ana batkallem 3arabi shwaya	I speak a little Arabic
EG	61	classic	أنا بتعلم عربي دلوقتي	ana bat3allem 3arabi delwa2ti	I’m learning Arabic now
EG	62	classic	أنا بفهم كلام بسيط	ana bafham kalam baseet	I understand simple phrases
EG	63	classic	ممكن تتكلم أبطأ شوية؟	momken tetkallem abta2 shwaya?	Can you speak a little slower?
EG	64	classic	ممكن تقولها تاني لو سمحت؟	momken te2olha tani law sama7t?	Can you say it again, please?
EG	65	classic	أنا زعلان منك بجد	ana za3lan منك begad	I’m really upset with you
EG	66	classic	أنا مخاصمك من امبارح	ana mokhasmak men embare7	I’m not talking to you since yesterday
EG	67	classic	إنت وحش معايا أوي	enta we7esh ma3aya awi	You’re being really mean to me
EG	68	classic	أنا مبحبش نبعد عن بعض	ana mab7ebbish neb3ad 3an ba3d	I don’t like us being apart
EG	69	classic	أنا بحب أشوفك على طول	ana ba7eb ashoofak 3ala tool	I love seeing you all the time
EG	70	classic	فين مكتب الجوازات؟	fein maktab el-gawazat?	Where is passport control?
EG	71	classic	الشنط بتاعتي فين؟	el-shonat beta3ti fein?	Where is my luggage?
EG	72	classic	الطيارة هتطلع إمتى؟	el-tayyara hatetla3 emta?	When will the plane depart?
EG	73	classic	البوابة رقم كام؟	el-bawwaba ra2m kam?	What is the gate number?
EG	74	classic	الرحلة اتأخرت ليه؟	el-re7la et2akhkharet leih?	Why is the flight delayed?
EG	75	classic	ممكن تساعدني في الشنط؟	momken tsa3edni fel-shonat?	Can you help me with the luggage?
EG	76	cta	Follow Speak Arabi		Speak real Arabic
EG	77	classic	أنا جعان أوي دلوقتي	ana ga3an awi delwa2ti	I’m very hungry right now
EG	78	classic	ممكن أشوف المنيو؟	momken ashoof el-menu?	Can I see the menu?
EG	79	classic	أنا عايز أطلب فراخ	ana 3ayez atlوب farakh	I want to order chicken
EG	80	classic	من غير شطة لو سمحت	men gheir shatta law sama7t	No chili, please
EG	81	classic	ممكن تجيبلي مية؟	momken tegeebli mayya?	Can you bring me some water?
EG	82	classic	الحساب لو سمحت	el-7esab law sama7t	The bill, please
EG	83	cta	Follow Speak Arabi		Speak real Arabic
EG	84	classic	أنا تعبان شوية النهارده	ana ta3ban shwaya el-naharda	I’m a little tired today
EG	85	classic	محتاج أروح الصيدلية	me7tag aroo7 el-saydaliya	I need to go to the pharmacy
EG	86	classic	عندي صداع من الصبح	3andi soda3 men el-sob7	I’ve had a headache since morning
EG	87	classic	ممكن تديني مسكن؟	momken tedini mosakken?	Can you give me a painkiller?
EG	88	classic	الدواء ده يتاخد إمتى؟	el-dawa da yetakhod emta?	When should I take this medicine?
EG	89	classic	شكرا ربنا يخليك	shokran rabbena ykhaleek	Thank you, I really appreciate it
EG	90	cta	Follow Speak Arabi		Speak real Arabic
EG	91	classic	أنا بدور على شقة	ana badawwar 3ala sha2a	I’m looking for an apartment
EG	92	classic	الإيجار كام في الشهر؟	el-egar kam fel-shahr?	How much is the monthly rent?
EG	93	classic	الشقة فيها كام أوضة؟	el-sha2a feeha kam oda?	How many rooms does the apartment have?
